residue_type,stereo_abs,stereo_rel,sample name,canonical smiles,InChI,type,doi,url,r doi,r url
,,,,Nc1ccccc1N,GEYOCULIXLDCMW-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,COC(=O)C(=O)C,CWKLZLBVOJRSOM-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCOC(=O)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,PH2-R1-A,O=c1[nH]c2ccccc2nc1C,BMIMNRPAEPIYDN-UHFFFAOYSA-N,4 product,10.14272/BMIMNRPAEPIYDN-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/BMIMNRPAEPIYDN-UHFFFAOYSA-N.2,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,NC(c1ccccc1)C(=O)O,ZGUNAGUHMKGQNY-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1
,,,,O=C(C(F)(F)F)OC(=O)C(F)(F)F,QAEDZJGFFMLHHQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1
,,,,FC(C1N=C(C(=O)O1)c1ccccc1)(F)F,GOUDGRBOWFMVRW-UHFFFAOYSA-N,4 product,10.14272/GOUDGRBOWFMVRW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GOUDGRBOWFMVRW-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.1
,,,,CC(C(=O)O)N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2
,,,,O=C(C(F)(F)F)OC(=O)C(F)(F)F,QAEDZJGFFMLHHQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2
,,,,O=C1OC(N=C1C)C(F)(F)F,RJQVSFJIBQPCLA-UHFFFAOYSA-N,4 product,10.14272/RJQVSFJIBQPCLA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RJQVSFJIBQPCLA-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.2
,,,SG-V3084-A,FC(c1cccc2c1[nH]nc2NCc1ccccc1)(F)F,MUFCQQABHXRISM-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3
,,,,CCCCI,KMGBZBJJOKUPIA-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3
,,,,[NaH],MPMYQQHEHYDOCL-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3
,,,SG-V3086-A,CCCCn1nc(c2c1c(ccc2)C(F)(F)F)NCc1ccccc1,GURMGCRMABASRX-UHFFFAOYSA-N,4 product,10.14272/GURMGCRMABASRX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GURMGCRMABASRX-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-UHFFFADPSC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.3
,,,,Clc1nc2ccccc2nc1c1ccccc1,KPGPIQKEKAEAHM-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[N-]=[N+]=N[Na],PXIPVTKHYLBLMZ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]I,NLKNQRATVPKPDG-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O=CN(C)C,ZMXDDKWLCZADIW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SGV-R3-A,[N-]=[N+]=Nc1nc2ccccc2nc1c1ccccc1,QZRDVUOPVSCUAT-UHFFFAOYSA-N,4 product,10.14272/QZRDVUOPVSCUAT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QZRDVUOPVSCUAT-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZRDVUOPVS-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3084-B,Cc1cccc2c1[nH]nc2NCc1ccccc1,ZJHDXVGOTKZPJX-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCCCI,KMGBZBJJOKUPIA-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[NaH],MPMYQQHEHYDOCL-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O=CN(C)C,ZMXDDKWLCZADIW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SGV-R5-A,CCCCn1nc(c2c1c(C)ccc2)NCc1ccccc1,SGRXMHUVMDLZPO-UHFFFAOYSA-N,4 product,10.14272/SGRXMHUVMDLZPO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/SGRXMHUVMDLZPO-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SGRXMHUVMD-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,COC(=O)C(CSC(=O)C)CSC(=O)C,AMOBBDHYJVQOCY-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[Zn],HCHKCACWOHOZIP-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cl[Ti](Cl)(Cl)Cl,XJDNKRIXUMDJCW-UHFFFAOYSA-J,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SSU-R3-A,COC(=O)C1CSCSC1,BNEXDOXCTGRPIX-UHFFFAOYSA-N,4 product,10.14272/BNEXDOXCTGRPIX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BNEXDOXCTGRPIX-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BNEXDOXCTG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,COC(=O)C(=C)CBr,CFTUQSLVERGMHL-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)S,DUYAAUVXQSMXQP-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)S,DUYAAUVXQSMXQP-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,Sodium Carbonate,[O-]C(=O)[O-].[Na+].[Na+],CDBYLPFSWZWCQE-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SSU-R2-A,COC(=O)C(CSC(=O)C)CSC(=O)C,AMOBBDHYJVQOCY-UHFFFAOYSA-N,4 product,10.14272/AMOBBDHYJVQOCY-UHFFFAOYSA-N,https://dx.doi.org/10.14272/AMOBBDHYJVQOCY-UHFFFAOYSA-N,10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-AMOBBDHYJV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3073-A,CCCCCCCCn1ccc2c1cccc2,VOWUHKQBOIRNJT-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClC(=O)Cc1ccccc1,VMZCDNSFRSVYKQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C[Al](Cl)C,JGHYBJVUQGTEEB-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3078-A,CCCCCCCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1,BDDNRZMZXBXFEK-UHFFFAOYSA-N,4 product,10.14272/BDDNRZMZXBXFEK-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/BDDNRZMZXBXFEK-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-BDDNRZMZXB-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3072-A,CCCn1ccc2c1cccc2,LAAHPFCQVWTSIK-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C[Al](Cl)C,JGHYBJVUQGTEEB-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClC(=O)Cc1ccccc1,VMZCDNSFRSVYKQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3077-A,CCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1,YCCNPEPCSVMSFE-UHFFFAOYSA-N,4 product,10.14272/YCCNPEPCSVMSFE-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/YCCNPEPCSVMSFE-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YCCNPEPCSV-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,c1ccc2c(c1)[nH]cc2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClC(=O)Cc1ccccc1,VMZCDNSFRSVYKQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C[Al](Cl)C,JGHYBJVUQGTEEB-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3075-A,O=C(c1c[nH]c2c1cccc2)Cc1ccccc1,MVJGJYRFWKGPTI-UHFFFAOYSA-N,4 product,10.14272/MVJGJYRFWKGPTI-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/MVJGJYRFWKGPTI-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MVJGJYRFWK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,c1ccc2c(c1)[nH]cc2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCCCCCCCBr,VMKOFRJSULQZRM-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[NaH],MPMYQQHEHYDOCL-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O=CN(C)C,ZMXDDKWLCZADIW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,SG-V3073-A,CCCCCCCCn1ccc2c1cccc2,VOWUHKQBOIRNJT-UHFFFAOYSA-N,4 product,10.14272/VOWUHKQBOIRNJT-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/VOWUHKQBOIRNJT-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-VOWUHKQBOI-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,[1.1.1]Propellane,C1C23C1(C2)C3,ZTXSPLGEGCABFL-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,Bis(4-​chlorophenyl) disulfide,Clc1ccc(cc1)SSc1ccc(cc1)Cl,ZIXXRXGPBFMPFD-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,"1,3-Bis((4-chlorophenyl)thio)bicyclo[1.1.1]pentane",Clc1ccc(cc1)SC12CC(C1)(C2)Sc1ccc(cc1)Cl,SJOKHIZPCGZHAT-UHFFFAOYSA-N,4 product,10.14272/SJOKHIZPCGZHAT-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/SJOKHIZPCGZHAT-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-SJOKHIZPCG-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
