residue_type,stereo_abs,stereo_rel,sample name,canonical smiles,InChI,type,doi,url,r doi,r url
,,,,OB(c1ccccc1)O,HXITXNWTGFUOAU-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ
,,,BR756,[K]OP(=O)(O[K])O[K],LWIHDJKSTIGBAC-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ
,,,BR316,c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.[Pd],NFHFRUOZVGFOOS-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ
,,,STM157,CCOC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1)/C=C3)\c1ccc(cc1)C(=O)OCC)/[nH]2)/c1ccccc1,CQICNQVIXSEEJL-UDTYQVGYSA-N,4 product,10.14272/CQICNQVIXSEEJL-UDTYQVGYSA-N.1,https://dx.doi.org/10.14272/CQICNQVIXSEEJL-UDTYQVGYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-CQICNQVIXS-UHFFFADPSC-NUHFF-NKDHF-NUHFF-ZZZ
,,,,CCOC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1)/C=C3)\c1ccc(cc1)C(=O)OCC)/[nH]2)/c1ccccc1,CQICNQVIXSEEJL-UDTYQVGYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,BR1668,[O-]C(=O)C.[O-]C(=O)C.[Cu+2].O,NWFNSTOSIVLCJA-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,BR96,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,BR2720,O[Cl](=O)(=O)=O,VLTRZXGMWDSKGL-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,STM-R43-A,CCOC(=O)c1ccc(cc1)/C/1=C\2/N=C(C(=C2Br)Br)/C(=c/2\[nH]/c(=C(\C3=N/C(=C(\c4[nH]c1c(Br)c4Br)/c1ccccc1)/C(=C3Br)Br)/c1ccc(cc1)C(=O)OCC)/c(c2Br)Br)/c1ccccc1,NRDQBPJLNQDPCN-BOPYEVHASA-N,4 product,10.14272/NRDQBPJLNQDPCN-BOPYEVHASA-N.1,https://dx.doi.org/10.14272/NRDQBPJLNQDPCN-BOPYEVHASA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-NRDQBPJLNQ-UHFFFADPSC-NUHFF-NLLDN-NUHFF-ZZZ
,,,BR1908,C=O,WSFSSNUMVMOOMR-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4
,,,,c1ccc[nH]1,KAESVJOAVNADME-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4
,,,BR1122,[Cl-].[Cl-].[Cl-].[In+3],PSCMQHVBLHHWTO-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4
,,,STM-R200-A,c1ccc([nH]1)Cc1ccc[nH]1,PBTPREHATAFBEN-UHFFFAOYSA-N,4 product,10.14272/PBTPREHATAFBEN-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/PBTPREHATAFBEN-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PBTPREHATA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ.4
,,,,Cc1ccnc(c1)Cl,MZVSTDHRRYQFGI-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,ClP(c1ccccc1)c1ccccc1,XGRJZXREYAXTGV-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[Li],WHXSMMKQMYFTQS-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,JMB-B267-A,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,PKLZMHUUPARTDZ-UHFFFAOYSA-N,4 product,10.14272/PKLZMHUUPARTDZ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/PKLZMHUUPARTDZ-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PKLZMHUUPA-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,PKLZMHUUPARTDZ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,BrC1CCCC1,BRTFVKHPEHKBQF-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(N(C(C)C)[Li])C,ZCSHNCUQKCANBX-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,JMB-B269-A,C1CCC(C1)Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,HZICELSONPXCRP-UHFFFAOYSA-N,4 product,10.14272/HZICELSONPXCRP-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/HZICELSONPXCRP-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HZICELSONP-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,F[B-](c1cc2CCc3ccc(CCc1cc2)cc3)(F)F.[K+],DLKNFPBSAAUJKA-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Nc1ccc(cc1)Br,WDFQBORIUYODSI-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)O[Pd]OC(=O)C,YJVFFLUZDVXJQI-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(Oc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC(C)C)C,MXFYYFVVIIWKFE-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]OP(=O)(O[K])O[K],LWIHDJKSTIGBAC-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,DMK-R20-A,Nc1ccc(cc1)c1cc2ccc1CCc1ccc(CC2)cc1,ARANCIPPBYNJPL-UHFFFAOYSA-N,4 product,10.14272/ARANCIPPBYNJPL-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ARANCIPPBYNJPL-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCOC(=O)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARANCIPPBY-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,F[B-](c1cc2CCc3ccc(CCc1cc2)cc3)(F)F.[K+],DLKNFPBSAAUJKA-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,COC(=O)c1ccc(cc1)Br,CZNGTXVOZOWWKM-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)O[Pd]OC(=O)C,YJVFFLUZDVXJQI-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(Oc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC(C)C)C,MXFYYFVVIIWKFE-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]OP(=O)(O[K])O[K],LWIHDJKSTIGBAC-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,DMK-R21-A,COC(=O)c1ccc(cc1)c1cc2ccc1CCc1ccc(CC2)cc1,MYAIOUZMQHXENR-UHFFFAOYSA-N,4 product,10.14272/MYAIOUZMQHXENR-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/MYAIOUZMQHXENR-UHFFFAOYSA-N.2,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCOC(=O)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-MYAIOUZMQH-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,F[B-](c1cc2CCc3ccc(CCc1cc2)cc3)(F)F.[K+],DLKNFPBSAAUJKA-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,N#Cc1ccc(cc1)Br,HQSCPPCMBMFJJN-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)O[Pd]OC(=O)C,YJVFFLUZDVXJQI-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(Oc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC(C)C)C,MXFYYFVVIIWKFE-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]OP(=O)(O[K])O[K],LWIHDJKSTIGBAC-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,DMK-R22-A,N#Cc1ccc(cc1)c1cc2CCc3ccc(CCc1cc2)cc3,USGAESJTVOSHEV-UHFFFAOYSA-N,4 product,10.14272/USGAESJTVOSHEV-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/USGAESJTVOSHEV-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CCOC(=O)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-USGAESJTVO-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,F[B-](c1cc2CCc3ccc(CCc1cc2)cc3)(F)F.[K+],DLKNFPBSAAUJKA-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Brc1ccc(cc1)c1ccccn1,FBQFCXDBCPREBP-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(=O)O[Pd]OC(=O)C,YJVFFLUZDVXJQI-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC(Oc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC(C)C)C,MXFYYFVVIIWKFE-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]OP(=O)(O[K])O[K],LWIHDJKSTIGBAC-UHFFFAOYSA-K,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ISEVXPWNZF-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
