residue_type,stereo_abs,stereo_rel,short label,canonical smiles,doi,url
,,,sg-80,Cc1cc(ccc1c1ccc(cc1)c1ccc(cc1C)C(=O)O)C(=O)O,10.14272/FQIBTEMKVHZJKB-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/FQIBTEMKVHZJKB-UHFFFAOYSA-N.1
,,,sg-81,n1ccc(cc1)c1ccc(cc1)c1ccncc1,10.14272/MAWKLXRVKVOYLR-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/MAWKLXRVKVOYLR-UHFFFAOYSA-N.1
,,,sg-82,[N-]=[N+]=Nc1cc(ccc1/C=C/c1ccc(cc1N=[N+]=[N-])C(=O)O)C(=O)O,10.14272/GPMRCRXJSWELFY-OWOJBTEDSA-N.1,https://dx.doi.org/10.14272/GPMRCRXJSWELFY-OWOJBTEDSA-N.1
,,,sg-85,COC(=O)c1ccc(cc1)B1OC(C(O1)(C)C)(C)C,10.14272/REIZEQZILPXYKS-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/REIZEQZILPXYKS-UHFFFAOYSA-N.1
,,,sg-86,OC(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1)c1cc(C)c(cc1C)c1ccc(cc1)C(=O)O,10.14272/JNIKOZFXDUMLDX-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/JNIKOZFXDUMLDX-UHFFFAOYSA-N.1
,,,sg-87,C#CCOCc1cc(ccc1c1ccc(cc1COCC#C)C(=O)OC)C(=O)OC,10.14272/NJIBLACJIYRFHP-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/NJIBLACJIYRFHP-UHFFFAOYSA-N.1
,,,sg-88,[N-]=[N+]=NCc1cc(ccc1c1ccc(cc1CN=[N+]=[N-])C(=O)O)C(=O)O,10.14272/WKYWOPSOJFXJNJ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/WKYWOPSOJFXJNJ-UHFFFAOYSA-N.1
,,,sg-89,[N-]=[N+]=NCc1cc(ccc1c1ccc(cc1CN=[N+]=[N-])C(=O)OC)C(=O)OC,10.14272/LJDBRGWTXSWYJL-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/LJDBRGWTXSWYJL-UHFFFAOYSA-N.1
,,,sg-9,n1ccc(cc1)c1ccc(cc1/N=N/c1ccccc1)c1ccncc1,10.14272/FLPICFKQBFDOEY-OCEACIFDSA-N.1,https://dx.doi.org/10.14272/FLPICFKQBFDOEY-OCEACIFDSA-N.1
,,,sg-90,COC(=O)c1ccc(c(c1)CBr)c1ccc(cc1CBr)C(=O)OC,10.14272/GWCNGHFRHSURHR-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/GWCNGHFRHSURHR-UHFFFAOYSA-N.1
,,,sg-91,Cc1cc(c(cc1c1ccc(cc1)c1cc(C)c(cc1C)c1ccncc1)C)c1ccncc1,10.14272/RVEJTWXBDCFTTO-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/RVEJTWXBDCFTTO-UHFFFAOYSA-N.1
,,,sg-92,Cc1cc(c(cc1c1cc(C)c(cc1C)c1ccncc1)C)c1cc(C)c(cc1C)c1ccncc1,10.14272/DVKFGJNKHRBMJL-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/DVKFGJNKHRBMJL-UHFFFAOYSA-N.1
,,,sg-93,Cc1cc(c(cc1B1OC(C(O1)(C)C)(C)C)C)c1ccncc1,10.14272/IPGBHWDWCAHDHX-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/IPGBHWDWCAHDHX-UHFFFAOYSA-N.1
,,,sg-94,Cc1cc(c(cc1c1ccncc1)C)c1ccncc1,10.14272/DWWVLJOQODKVII-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/DWWVLJOQODKVII-UHFFFAOYSA-N.1
,,,sg-95,OC(=O)c1ccc(cc1)c1cc(C)c(cc1C)c1cc(C)c(cc1C)c1cc(C)c(cc1C)c1ccc(cc1)C(=O)O,10.14272/IOZOGPGWSDEVKR-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/IOZOGPGWSDEVKR-UHFFFAOYSA-N.1
,,,sg-97,COC(=O)c1ccc(c(c1)C)c1ccc(cc1C)C(=O)OC,10.14272/TUPFBJSZMWZFOO-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/TUPFBJSZMWZFOO-UHFFFAOYSA-N.1
,,,sg-98,COC(=O)c1ccc(c(c1)C)B1OC(C(O1)(C)C)(C)C,10.14272/RDBWYSWPXDSHOE-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/RDBWYSWPXDSHOE-UHFFFAOYSA-N.1
,,,sg-99,Cc1cc(Br)c(cc1c1ccncc1)C,10.14272/MCBUGWWQHDDTDA-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/MCBUGWWQHDDTDA-UHFFFAOYSA-N.1
,,,sgr-107,N#[N+][N-]c1ccccn1,10.14272/DIABUJYZLNKYQJ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DIABUJYZLNKYQJ-UHFFFAOYSA-N
,,,sgr-109,[N-]([N+]#N)c1cc(Br)ccc1Br,10.14272/NGKDATKJPGENGA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NGKDATKJPGENGA-UHFFFAOYSA-N
,,,sgr-111,OC(=O)c1cc(S)c(cc1S)C(=O)O,10.14272/YYGZWQNDFRCZIF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YYGZWQNDFRCZIF-UHFFFAOYSA-N
,,,sgr-113,CCOC(=O)c1cc(SC(=O)N(C)C)c(cc1SC(=O)N(C)C)C(=O)OCC,10.14272/XYTFSAKDCYCQRJ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XYTFSAKDCYCQRJ-UHFFFAOYSA-N
,,,sgr-115,CCOC(=O)c1cc(OC(=S)N(C)C)c(cc1OC(=S)N(C)C)C(=O)OCC,10.14272/MPVDFULDOTUMJO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MPVDFULDOTUMJO-UHFFFAOYSA-N
,,,sgr-61,OC(=O)CCCCCCCCCCSC(=O)C,10.14272/DHKWYRRJFXRZOA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DHKWYRRJFXRZOA-UHFFFAOYSA-N
,,,sgr-69,C#CCNC(=O)CCCCCCCCCCSC(=O)C,10.14272/ZYZROVWSIIWVJU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZYZROVWSIIWVJU-UHFFFAOYSA-N
,,,sgr-71,OCCOCCOc1ccccc1OCCOCCO,10.14272/RNPJMMIXCCKRRD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RNPJMMIXCCKRRD-UHFFFAOYSA-N
,,,sgr-73,OCCOCCOS(=O)(=O)c1ccc(cc1)C,10.14272/KLDLLRZCWYKJBD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KLDLLRZCWYKJBD-UHFFFAOYSA-N
,,,sgr-75,O=C1OCCOCCOc2ccccc2OCCOCCOC(=O)C1,10.14272/YYWXZDMWPQSJKL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YYWXZDMWPQSJKL-UHFFFAOYSA-N
,,,sgr-87,O=C1OCCOCCOCCOCCOc2ccccc2OCCOCCOCCOCCOC(=O)C1,10.14272/HQURJGHXQTWSOQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HQURJGHXQTWSOQ-UHFFFAOYSA-N
,,,sgr-89,OCCOCCOCCOCCOc1ccccc1OCCOCCOCCOCCO,10.14272/MJMLOUAQFPXFQI-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MJMLOUAQFPXFQI-UHFFFAOYSA-N
,,,SGV-1176,F[B-](F)(F)F.N#Cc1cc(Br)cc(c1[N+]#N)Br,,
,,,SGV-1289,C[Si](C#Cc1ccc2c(c1)cc[nH]2)(C)C,10.14272/BARKMNJQFMQDKN-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/BARKMNJQFMQDKN-UHFFFAOYSA-N.1
,,,SGV-1290,Ic1ccc2c(c1)cc[nH]2,,
,,,SGV-1295,NCc1cccc(c1/N=N/N(C(C)C)C(C)C)C(F)(F)F,,
,,,SGV-1296,CC(N(C(C)C)/N=N/c1c(CNC(=O)C23CC4CC(C3)CC(C2)C4)cccc1C(F)(F)F)C,10.14272/NIFBPGIPKUCKII-NVQSTNCTSA-N.1,https://dx.doi.org/10.14272/NIFBPGIPKUCKII-NVQSTNCTSA-N.1
,,,SGV-1369,O=C(Cc1c[nH]c2c1cccc2)Nc1ccc(cc1)C(F)(F)F,,
,,,SGV-139-1,O=C(c1ccc(cc1)Cl)CCCC(=O)O,10.14272/BVLILROMUFYKGH-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/BVLILROMUFYKGH-UHFFFAOYSA-N.1
,,,SGV-169-1,CC(CC1=NC(OC1=O)C(F)(F)F)C,10.14272/MKMMPGZBUWWIQZ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MKMMPGZBUWWIQZ-UHFFFAOYSA-N
,,,SGV-1958,Brc1ccc(cc1)c1nc2c(s1)ccc(c2)C(F)(F)F,10.14272/DUCUXKNIVNHGGQ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/DUCUXKNIVNHGGQ-UHFFFAOYSA-N.1
,,,SGV-1959,Sc1ccc(cc1N)C(F)(F)F.Cl,,
,,,SGV-1980,C1CC=CCCC=C1.Cl[Pt]Cl,10.14272/VVAOPCKKNIUEEU-PHFPKPIQSA-L.1,https://dx.doi.org/10.14272/VVAOPCKKNIUEEU-PHFPKPIQSA-L.1
,,,SGV-1981,Cl[Pt-2](Cl)(Cl)Cl.[K+].[K+],,
,,,SGV-1982,C1CC=CCCC=C1.Cl[Pd]Cl,10.14272/RRHPTXZOMDSKRS-PHFPKPIQSA-L.1,https://dx.doi.org/10.14272/RRHPTXZOMDSKRS-PHFPKPIQSA-L.1
,,,SGV-1983,Cl[Pd]Cl,,
,,,SGV-1984,C1CC=CCCC=C1.C[Pt]Cl,10.14272/UFZABDNBGQRIHA-PHFPKPIQSA-M.1,https://dx.doi.org/10.14272/UFZABDNBGQRIHA-PHFPKPIQSA-M.1
,,,SGV-1985,C1CC=CCCC=C1.C[Pt]C,,
,,,SGV-1987,[O-]/C(=C\C(=O)C)/C.[O-]/C(=C\C(=O)C)/C.[Pt+2],,
,,,SGV-1988,C1CC=CCCC=C1.I[Pt]I,10.14272/SGSFNZOKVYTGRR-PHFPKPIQSA-L.1,https://dx.doi.org/10.14272/SGSFNZOKVYTGRR-PHFPKPIQSA-L.1
,,,SGV-1990,CCC1=CCCC=CCC1.C[Pt]Cl,10.14272/UMUREYUUCIUYJA-RXRNHWPWSA-M.1,https://dx.doi.org/10.14272/UMUREYUUCIUYJA-RXRNHWPWSA-M.1
,,,SGV-1991,CCC1=CCCC=CCC1.C[Pt]C,,
,,,SGV-1994,C1CC=CCCC=C1.COc1ccc(cc1)[Pt]C,10.14272/MZKVZKDVJWCKKC-PHFPKPIQSA-N.1,https://dx.doi.org/10.14272/MZKVZKDVJWCKKC-PHFPKPIQSA-N.1
,,,SGV-1997,C1CC=CCCC=C1.C[Pt]C(C(F)(F)F)(C(F)(F)F)F,10.14272/FVXGDJGGNGUZCN-PHFPKPIQSA-N.1,https://dx.doi.org/10.14272/FVXGDJGGNGUZCN-PHFPKPIQSA-N.1
,,,SGV-2000,C1C=CCCC(=CC1)C1=CCCC=CCC1.C[Pt]C.C[Pt]C,10.14272/PHIWIZAHOBWKFJ-HPCBIOCFSA-N.1,https://dx.doi.org/10.14272/PHIWIZAHOBWKFJ-HPCBIOCFSA-N.1
,,,SGV-2001,O=C(c1ccccc1)C1=CCCC=CCC1.Cl[Pt]Cl,10.14272/GQRCWUPTTKUWFI-OLPPRYEBSA-L.1,https://dx.doi.org/10.14272/GQRCWUPTTKUWFI-OLPPRYEBSA-L.1
,,,SGV-2002,C[Si](C#Cc1ccc(cc1)C1=CCCC=CCC1)(C)C.C[Pt]C,10.14272/IIUHRCTVDJSFPI-STJSRQNLSA-N.1,https://dx.doi.org/10.14272/IIUHRCTVDJSFPI-STJSRQNLSA-N.1
,,,SGV-2003,CCCCC1=CCCC=CCC1.C[Pt]C,10.14272/UQRMLGFHZQTIQV-UZUPTRJJSA-N.1,https://dx.doi.org/10.14272/UQRMLGFHZQTIQV-UZUPTRJJSA-N.1
,,,SGV-2004,C1C=CCCC(=CC1)c1ccc(cc1)c1ccc(cc1)C1=CCCC=CCC1.C[Pt]C.C[Pt]C,10.14272/IHSHARCKRGLPFN-JSRMEBEPSA-N.1,https://dx.doi.org/10.14272/IHSHARCKRGLPFN-JSRMEBEPSA-N.1
,,,SGV-2005,C[Pt]C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.CCC1=CCCC=CCC1,10.14272/ARCQLLPCVYIECO-RXRNHWPWSA-N.1,https://dx.doi.org/10.14272/ARCQLLPCVYIECO-RXRNHWPWSA-N.1
,,,SGV-27-1,ClCC(=O)Nc1ccc(cc1)F,10.14272/JDAWWCJBFPBHFL-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/JDAWWCJBFPBHFL-UHFFFAOYSA-N.1
,,,SGV-3-1,CCC(=O)CCC(=C1SCCCS1)c1ccccc1,10.14272/YMTMOMPRUVRPTP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YMTMOMPRUVRPTP-UHFFFAOYSA-N
,,,SGV-463,Fc1ccc(cc1)[C@@H](Nc1ncnc2c1ncn2C(C)C)C,10.14272/LIBVQLXBJTZSCT-NSHDSACASA-N,https://dx.doi.org/10.14272/LIBVQLXBJTZSCT-NSHDSACASA-N
,,,SGV-465,O=C(OC(C)(C)C)NCCn1cnc2c1ncnc2NCc1cccc(c1)C(F)(F)F,10.14272/LZLOWOKZZGJPIW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LZLOWOKZZGJPIW-UHFFFAOYSA-N
,,,SGV-469,CC(n1cnc2c1ncnc2NCc1ccc(cc1)OC(F)(F)F)C,10.14272/ACFVTUUDIKIFOX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ACFVTUUDIKIFOX-UHFFFAOYSA-N
,,,SGV-471,CN(CCCNc1ncnc2c1ncn2C(C)C)C,10.14272/DYIJRFOKZWKRSU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DYIJRFOKZWKRSU-UHFFFAOYSA-N
,,,SGV-473,CSCCNc1ncnc2c1ncn2C(C)C,10.14272/NEHPRVYJYMNUAK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NEHPRVYJYMNUAK-UHFFFAOYSA-N
,,,SGV-475,CC(n1cnc2c1ncnc2NCc1ccc(cc1)C(F)(F)F)C,10.14272/ZMCDNTWMTVMOAV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZMCDNTWMTVMOAV-UHFFFAOYSA-N
,,,SGV-477,C#CCn1cnc2c1ncnc2NCc1cccc(c1)C(F)(F)F,10.14272/NHQCACBFNKEOQR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NHQCACBFNKEOQR-UHFFFAOYSA-N
,,,SGV-479,CC(n1cnc2c1ncnc2NCCc1nc[nH]c1)C,10.14272/XQPQVJCRSFETLW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XQPQVJCRSFETLW-UHFFFAOYSA-N
,,,SGV-481,FC(Cn1cnc2c1ncnc2NCc1cccc(c1)C(F)(F)F)(F)F,10.14272/DBALJAXTFXCNRG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DBALJAXTFXCNRG-UHFFFAOYSA-N
,,,SGV-483,CC(n1cnc2c1ncnc2NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C,10.14272/OTDDRQAYVRAWGQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/OTDDRQAYVRAWGQ-UHFFFAOYSA-N
,,,SGV-485,CC(n1cnc2c1ncnc2NCc1c(F)cccc1F)C,10.14272/SJMISYYGKQCAKA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/SJMISYYGKQCAKA-UHFFFAOYSA-N
,,,SGV-487,ClCC(=O)Nc1cc(C)ccc1OC,10.14272/ZVVBFKIUBBHWEV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZVVBFKIUBBHWEV-UHFFFAOYSA-N
,,,SGV-491,ClCC(=O)Nc1ccccc1c1ccccc1,10.14272/BDDDKTKNLZLTQD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BDDDKTKNLZLTQD-UHFFFAOYSA-N
,,,SGV-495,ClCC(=O)Nc1cccc(c1C)Cl,10.14272/QJZOMYDYUYMZGL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QJZOMYDYUYMZGL-UHFFFAOYSA-N
,,,SGV-497,ClCC(=O)Nc1ccccc1I,10.14272/RUANVLHAWBBUHD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RUANVLHAWBBUHD-UHFFFAOYSA-N
,,,SGV-501,CCOC(=O)COc1ccc(cc1)C(=O)c1ccc(cc1)OCC(=O)OCC,10.14272/BWODPOTYOXPKDH-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BWODPOTYOXPKDH-UHFFFAOYSA-N
,,,SGV-503,O=Cc1ccc(c(c1)OC1CCCCO1)O,10.14272/LOQKDMQVMLCSOS-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LOQKDMQVMLCSOS-UHFFFAOYSA-N
,,,SGV-507,OCc1ccccc1OC1CCCCO1,10.14272/DNOVOKIWUSLPST-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DNOVOKIWUSLPST-UHFFFAOYSA-N
,,,SGV-509,ClCC(=O)Nc1ccccc1CO,10.14272/ZAEGYMSJKPJYAV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZAEGYMSJKPJYAV-UHFFFAOYSA-N
,,,SGV-511,COc1ccc(cc1OC1CCCCO1)CCC(=O)O,10.14272/QJNMGUDHLZDEAJ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QJNMGUDHLZDEAJ-UHFFFAOYSA-N
,,,SGV-513,CCOC(=O)/C=C/c1ccc(c(c1)O)OC,10.14272/ONOCGKVKAPMGRX-FNORWQNLSA-N,https://dx.doi.org/10.14272/ONOCGKVKAPMGRX-FNORWQNLSA-N
,,,SGV-515,C=CCC(C(=O)O)(F)F,10.14272/LHOKYUDUAYXFGF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LHOKYUDUAYXFGF-UHFFFAOYSA-N
,,,SGV-517,O(Cc1ccccc1)CCC1(CCOCc2ccccc2)SCCS1,10.14272/QQXPAKWFCLXRJQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QQXPAKWFCLXRJQ-UHFFFAOYSA-N
,,,SGV-519,ClCC(=O)Nc1cccc(c1)C,10.14272/GYMACIQGUHXSLT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GYMACIQGUHXSLT-UHFFFAOYSA-N
,,,SGV-521,C=CCOc1ccc(cc1)C(=O)c1ccc(cc1)OCC=C,10.14272/VWIAUZQWMLBMKP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/VWIAUZQWMLBMKP-UHFFFAOYSA-N
,,,SGV-523,COc1cc(ccc1OC)C(c1ccc(c(c1)OC)OC)(F)F,10.14272/QIXVUCZYPPKZIN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QIXVUCZYPPKZIN-UHFFFAOYSA-N
,,,SGV-527,COC(=O)c1ccc(cc1)Oc1ccc(cc1OC)C,10.14272/MFKBBLHMVNUYBZ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MFKBBLHMVNUYBZ-UHFFFAOYSA-N
,,,SGV-529,COc1ccc(cc1)Oc1ccccc1C=O,10.14272/ZPGJUBFCROCTOT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZPGJUBFCROCTOT-UHFFFAOYSA-N
,,,SGV-533,COC(=O)c1ccc(cc1)Oc1ccccc1C(=O)C,10.14272/TVABVIHVJVNOHK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/TVABVIHVJVNOHK-UHFFFAOYSA-N
,,,SGV-535,O=C(c1ccc(cc1)C)CCCC(=O)O,10.14272/MCWLCBLXRSXGTF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MCWLCBLXRSXGTF-UHFFFAOYSA-N
,,,SGV-537,O=Cc1c(cc(cc1O)O)OC(=O)c1ccccc1,10.14272/NQGFNZGQTUVDDL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NQGFNZGQTUVDDL-UHFFFAOYSA-N
,,,SGV-539,O=C(c1ccccc1I)Nc1ccccc1,10.14272/LJOZMWRYMKECFF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LJOZMWRYMKECFF-UHFFFAOYSA-N
,,,SGV-541,CC(=O)Oc1c(OC(=O)C)cc(cc1OC(=O)C)C(=O)C,10.14272/GVZAEFDQALJFBL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GVZAEFDQALJFBL-UHFFFAOYSA-N
,,,SGV-543,COc1ccccc1Oc1ccc(cc1)C(C)(C)C,10.14272/NEIUJSAHXLHKHK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NEIUJSAHXLHKHK-UHFFFAOYSA-N
,,,SGV-545,COC(=O)c1ccccc1Oc1ccc(c(c1)C)Cl,10.14272/MCIBTIHXZOLGTI-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MCIBTIHXZOLGTI-UHFFFAOYSA-N
,,,SGV-547,COc1ccc(cc1)Oc1ccc(cc1)C(=O)OC,10.14272/IHBXGAXXJNVDHD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/IHBXGAXXJNVDHD-UHFFFAOYSA-N
,,,SGV-549,O=Cc1ccc(c(c1)I)O,10.14272/KNQVIRRXVOTGGT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KNQVIRRXVOTGGT-UHFFFAOYSA-N
,,,SGV-551,COc1ccc(cc1Br)C(c1ccc(c(c1)Br)OC)(F)F,10.14272/KBHVITRTCBPLGU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KBHVITRTCBPLGU-UHFFFAOYSA-N
,,,SGV-553,COc1ccc(cc1)C1(SCCS1)c1ccc(cc1)OC,10.14272/DVILRWCASZFRHP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DVILRWCASZFRHP-UHFFFAOYSA-N
,,,SGV-555,O=C1Oc2ccccc2Oc2c1cccc2,10.14272/YCJBWNIROIXYPD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YCJBWNIROIXYPD-UHFFFAOYSA-N
,,,SGV-557,COC(=O)/C=C/c1ccccc1Oc1ccc(cc1)Oc1ccc(cc1)OC,10.14272/MBVBREYLQZANMZ-FRKPEAEDSA-N,https://dx.doi.org/10.14272/MBVBREYLQZANMZ-FRKPEAEDSA-N
,,,SGV-559,CCOC(=O)CCc1ccc(c(c1)O)OC,10.14272/DMZVLBDGNZXVKA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DMZVLBDGNZXVKA-UHFFFAOYSA-N
,,,SGV-561,Cc1ccc(cc1)C1(SCCCS1)c1ccc(cc1)C,10.14272/HXQGJLZXQGNWMG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HXQGJLZXQGNWMG-UHFFFAOYSA-N
,,,SGV-563,COc1ccc(cc1)Oc1ccccc1,10.14272/ZRJGNCLNUWKEFU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZRJGNCLNUWKEFU-UHFFFAOYSA-N
,,,SGV-565,OCCCCCOCc1ccccc1,10.14272/RZVDPWSEPVHOPU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RZVDPWSEPVHOPU-UHFFFAOYSA-N
,,,SGV-567,O=c1oc2ccccc2cc1c1ccccc1,10.14272/HWDSXZLYIKESML-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HWDSXZLYIKESML-UHFFFAOYSA-N
,,,SGV-569,C=CCOc1ccc(cc1)C(=O)O,10.14272/DYDWKSVZHZNBLO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DYDWKSVZHZNBLO-UHFFFAOYSA-N
,,,SGV-571,CCOC(=O)/C=C/COc1ccc(cc1)C(=O)c1ccc(cc1)OC/C=C/C(=O)OCC,10.14272/OXMDPSPUSHKQNV-KQQUZDAGSA-N,https://dx.doi.org/10.14272/OXMDPSPUSHKQNV-KQQUZDAGSA-N
,,,SGV-599-1,O=C(c1ccccc1)Nc1ccccc1I,10.14272/JNLAWMGPPJLSMA-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/JNLAWMGPPJLSMA-UHFFFAOYSA-N.1
,,,SGV-607-1,COc1ccc(cc1)C(=O)Nc1ccccc1I,10.14272/UBJYIVHFTRDSIA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/UBJYIVHFTRDSIA-UHFFFAOYSA-N
,,,SGV-609-1,O=C(c1ccccc1)Nc1cccc(c1C)Cl,10.14272/YYBZYCYXYZUIHL-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/YYBZYCYXYZUIHL-UHFFFAOYSA-N.1
,,,SGV-641-1,CC(NC(=O)c1ccccc1F)C,10.14272/XPLIUIMHBPMEQW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XPLIUIMHBPMEQW-UHFFFAOYSA-N
,,,SGV-645-1,CC(NC(=O)c1ccc(cc1)F)C,10.14272/UAYKRRFVQXRMSI-UHFFFAOYSA-N,https://dx.doi.org/10.14272/UAYKRRFVQXRMSI-UHFFFAOYSA-N
,,,SGV-647-1,CC(NC(=O)c1ccccc1Cl)C,10.14272/KZCIDWXYXMLKBQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KZCIDWXYXMLKBQ-UHFFFAOYSA-N
,,,SGV-649-1,Brc1ccc2c(c1)ccc(=O)o2,10.14272/XXRJDOQENVGLJT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XXRJDOQENVGLJT-UHFFFAOYSA-N
,,,SGV-667-1,CCNC(=O)c1ccccc1Br,10.14272/DWCBZUWYUAIEEP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DWCBZUWYUAIEEP-UHFFFAOYSA-N
,,,SGV-677-1,CC(NC(=O)c1ccccc1C)C,10.14272/QEMAILGKGBKPKQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QEMAILGKGBKPKQ-UHFFFAOYSA-N
,,,SGV-679-1,CCNC(=O)c1ccccc1C,10.14272/HRJDPMNBBKGHKT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HRJDPMNBBKGHKT-UHFFFAOYSA-N
,,,SGV-683-1,COc1ccc(cc1)CC(=O)OC(C)C,10.14272/MIKVYRWSUUCYNM-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MIKVYRWSUUCYNM-UHFFFAOYSA-N
,,,SGV-69-1,COc1ccc(cc1)SCCSc1nc2c([nH]1)cccc2,10.14272/RVXSFTUXMYYSCT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RVXSFTUXMYYSCT-UHFFFAOYSA-N
,,,SGV-691-1,COc1cc(ccc1OC)C(=O)OC(C)C,10.14272/OFZYIRUQJKZFKA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/OFZYIRUQJKZFKA-UHFFFAOYSA-N
,,,SGV-693-1,CCNC(=O)c1ccccc1F,10.14272/XOWCNVMZTDLJLP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XOWCNVMZTDLJLP-UHFFFAOYSA-N
,,,SGV-697-1,O=COc1ccccc1c1ccccc1,10.14272/HSLGAJRGTJJZAS-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HSLGAJRGTJJZAS-UHFFFAOYSA-N
