residue_type,stereo_abs,stereo_rel,short label,canonical smiles,doi,url
,,,ABB-1,NNc1ccc(cc1)Br.Cl,,
,,,ABB-10,CC1=Nc2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,10.14272/ZUUYGWSDFRSKRQ-VOTSOKGWSA-N.1,https://dx.doi.org/10.14272/ZUUYGWSDFRSKRQ-VOTSOKGWSA-N.1
,,,ABB-11,C[N+]1=C(C)C(c2c1ccc(c2)/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C)C.[I-],10.14272/SDCBGOXPGPFLQR-USRGLUTNSA-M,https://dx.doi.org/10.14272/SDCBGOXPGPFLQR-USRGLUTNSA-M
,,,ABB-12,CC1=Nc2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,,
,,,ABB-13,C[N+]1=C(C)C(c2c1ccc(c2)/C=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C.[I-],10.14272/SYKRAWYPKJIMSD-USRGLUTNSA-M,https://dx.doi.org/10.14272/SYKRAWYPKJIMSD-USRGLUTNSA-M
,,,ABB-14,CC1=Nc2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,
,,,ABB-16,C[N+]1=C(C)C(c2c1ccc(c2)/C=C/C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C)C.[I-],10.14272/ZSDDWPUELQXIGH-BQYQJAHWSA-N.1,https://dx.doi.org/10.14272/ZSDDWPUELQXIGH-BQYQJAHWSA-N.1
,,,ABB-17,ClC1=C(CCC/C/1=C\C=C/1\N(C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/C=C/C1=[N+](C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[Cl-],10.14272/WNUUONRSJXPAFK-RRCQUFFISA-M,https://dx.doi.org/10.14272/WNUUONRSJXPAFK-RRCQUFFISA-M
,,,ABB-2,Brc1ccc2c(c1)C(C)(C)C(=N2)C,10.14272/OUWLZEOAVCFTAQ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/OUWLZEOAVCFTAQ-UHFFFAOYSA-N.1
,,,ABB-20,ClC1=C(CCC/C/1=C\C=C/1\N(C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/C=C/C1=[N+](C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Cl-],10.14272/HUXFCVSRCOCRDY-RRCQUFFISA-M,https://dx.doi.org/10.14272/HUXFCVSRCOCRDY-RRCQUFFISA-M
,,,ABB-21,ClC1=C(CCC/C/1=C\C=C/1\N(C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/C=C/C1=[N+](C)c2c(C1(C)C)cc(cc2)/C=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Cl-],10.14272/KZXZGOZMJSZXPO-RRCQUFFISA-M.1,https://dx.doi.org/10.14272/KZXZGOZMJSZXPO-RRCQUFFISA-M.1
,,,ABB-24,Ic1ccc2c(c1)C(C)(C)C(=N2)C,,
,,,ABB-25,CC(CCN1c2ccccc2C(/C/1=C\C=C\1/CCCC(=C1Cl)/C=C/C1=[N+](CCC(C)C)c2c(C1(C)C)cccc2)(C)C)C.[I-],10.14272/ILXNAEHMTRQPBH-UHFFFAOYSA-M.1,https://dx.doi.org/10.14272/ILXNAEHMTRQPBH-UHFFFAOYSA-M.1
,,,ABB-26,CC(CC[N+]1=C(C)C(c2c1cccc2)(C)C)C.[I-],,
,,,ABB-27,CC1=Nc2c(C1(C)C)cccc2,,
,,,ABB-30,NNc1ccccc1,,
,,,ABB-4,NNc1ccc(cc1)I,,
,,,AH1-2,C1CCCO1.FC(S(=O)(=O)[O-])(F)F.FC(S(=O)(=O)[O-])(F)F.CN1CCN(C1=N[C@@H]1CCCC[C@H]1N=C1N(C)CCN1C)C.CN1CCN(C1=N[C@@H]1CCCC[C@H]1N=C1N(C)CCN1C)C.[Zn+2],10.14272/RVBYFQZWFRUDCA-WAFKZFKJSA-L,https://dx.doi.org/10.14272/RVBYFQZWFRUDCA-WAFKZFKJSA-L
,,,AH-189,CC(N(C(C)C)/N=N/c1ccccc1Cl)C,10.14272/SNZVSILCRACJKX-CCEZHUSRSA-N,https://dx.doi.org/10.14272/SNZVSILCRACJKX-CCEZHUSRSA-N
,,,AH-191,CC(N(C(C)C)/N=N/c1ccccc1F)C,10.14272/HMWCJYSTQUMNPF-CCEZHUSRSA-N,https://dx.doi.org/10.14272/HMWCJYSTQUMNPF-CCEZHUSRSA-N
,,,AH-193,CC(N(C(C)C)/N=N/c1ccc(c(c1)Cl)C)C,10.14272/NVHGHDFTIUJLKZ-FOCLMDBBSA-N,https://dx.doi.org/10.14272/NVHGHDFTIUJLKZ-FOCLMDBBSA-N
,,,AH-197,CC(N(C(C)C)/N=N/c1ccc(cc1)I)C,10.14272/TZFWPFBBUPQHOJ-CCEZHUSRSA-N,https://dx.doi.org/10.14272/TZFWPFBBUPQHOJ-CCEZHUSRSA-N
,,,AH-199,CC(N(C(C)C)/N=N/c1cc(C)c(cc1[N+](=O)[O-])C)C,10.14272/ZVSKGHIPBYNYFF-FOCLMDBBSA-N,https://dx.doi.org/10.14272/ZVSKGHIPBYNYFF-FOCLMDBBSA-N
,,,AH-201,CC(N(C(C)C)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C,10.14272/XPDUYBGKBVEIJS-CCEZHUSRSA-N,https://dx.doi.org/10.14272/XPDUYBGKBVEIJS-CCEZHUSRSA-N
,,,AH-203,CC(N(C(C)C)/N=N/c1ccc(c2c1cccc2)Br)C,10.14272/JGEVTMYRFYNZPZ-VHEBQXMUSA-N,https://dx.doi.org/10.14272/JGEVTMYRFYNZPZ-VHEBQXMUSA-N
,,,AH-205,CC(N(C(C)C)/N=N/c1cc(ccc1Cl)C(F)(F)F)C,10.14272/PJTXEZJKFHIIIH-VHEBQXMUSA-N,https://dx.doi.org/10.14272/PJTXEZJKFHIIIH-VHEBQXMUSA-N
,,,AH-207,CC(N(C(C)C)/N=N/c1c(Cl)cccc1Cl)C,10.14272/LCFBVZGUIKTREE-FOCLMDBBSA-N,https://dx.doi.org/10.14272/LCFBVZGUIKTREE-FOCLMDBBSA-N
,,,AH-209,CC(N(C(C)C)/N=N/c1ccccc1Br)C,10.14272/BMUIWAPKNCQCFO-CCEZHUSRSA-N,https://dx.doi.org/10.14272/BMUIWAPKNCQCFO-CCEZHUSRSA-N
,,,AH-211,CC(N(C(C)C)/N=N/c1c(Br)cccc1Br)C,10.14272/YAZOHBIJKJQWGW-FOCLMDBBSA-N,https://dx.doi.org/10.14272/YAZOHBIJKJQWGW-FOCLMDBBSA-N
,,,AH-213,CC(N(C(C)C)/N=N/c1ccccc1I)C,10.14272/TVCAIBQNOYPUAK-CCEZHUSRSA-N,https://dx.doi.org/10.14272/TVCAIBQNOYPUAK-CCEZHUSRSA-N
,,,AH-215,CC(N(C(C)C)/N=N/c1ccccc1c1ccccc1)C,10.14272/FORWVIVZSYQGDR-FMQUCBEESA-N,https://dx.doi.org/10.14272/FORWVIVZSYQGDR-FMQUCBEESA-N
,,,AH-217,CC(N(C(C)C)/N=N/c1ccc(cc1)C(C)(C)C)C,10.14272/YRDAIKQNFVTWDB-ISLYRVAYSA-N,https://dx.doi.org/10.14272/YRDAIKQNFVTWDB-ISLYRVAYSA-N
,,,AH-219,Cc1cc(C)c(c(c1)C)/N=N/N(C(C)C)C(C)C,10.14272/MBUQIVCWMPPRGO-WUKNDPDISA-N,https://dx.doi.org/10.14272/MBUQIVCWMPPRGO-WUKNDPDISA-N
,,,AH-221,CC(N(C(C)C)/N=N/c1ccc(cc1)[N+](=O)[O-])C,10.14272/ZACKTSVIIOMNNP-BUHFOSPRSA-N,https://dx.doi.org/10.14272/ZACKTSVIIOMNNP-BUHFOSPRSA-N
,,,AH-223,CC(N(C(C)C)/N=N/c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C,10.14272/GIFMSZUBKWTKPU-QURGRASLSA-N,https://dx.doi.org/10.14272/GIFMSZUBKWTKPU-QURGRASLSA-N
,,,AH-225,COc1ccccc1/N=N/N(C(C)C)C(C)C,10.14272/HHCFQKKZIPIANV-CCEZHUSRSA-N,https://dx.doi.org/10.14272/HHCFQKKZIPIANV-CCEZHUSRSA-N
,,,AH-227,COc1ccc(cc1)/N=N/N(C(C)C)C(C)C,10.14272/FDBVYQICXLAGQP-CCEZHUSRSA-N,https://dx.doi.org/10.14272/FDBVYQICXLAGQP-CCEZHUSRSA-N
,,,AH-229,CC(N(C(C)C)/N=N/c1c(C)cccc1C)C,10.14272/KHGIJSNPMCJUJU-FOCLMDBBSA-N,https://dx.doi.org/10.14272/KHGIJSNPMCJUJU-FOCLMDBBSA-N
,,,AH-231,CCOC(=O)c1ccc(cc1)/N=N/N(C(C)C)C(C)C,10.14272/YKQKZHFKRZJOCG-WUKNDPDISA-N,https://dx.doi.org/10.14272/YKQKZHFKRZJOCG-WUKNDPDISA-N
,,,AH-233,CC(N(C(C)C)/N=N/c1ccc(cc1)Br)C,10.14272/QLXNVOCOMUCNFL-CCEZHUSRSA-N,https://dx.doi.org/10.14272/QLXNVOCOMUCNFL-CCEZHUSRSA-N
,,,AH-235,CC(N(C(C)C)/N=N/c1ccc(cc1)F)C,10.14272/JBNURUVCYBVKFJ-CCEZHUSRSA-N,https://dx.doi.org/10.14272/JBNURUVCYBVKFJ-CCEZHUSRSA-N
,,,AH-237,CC(N(C(C)C)/N=N/c1ccc(cc1)Cl)C,10.14272/NVFROWUNUWGJRS-CCEZHUSRSA-N,https://dx.doi.org/10.14272/NVFROWUNUWGJRS-CCEZHUSRSA-N
,,,AH-239,FC(CS(=O)(=O)c1nc2c(s1)cccc2)(F)F,10.14272/QFJHELHCAJODHK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QFJHELHCAJODHK-UHFFFAOYSA-N
,,,AH-243,Clc1ccc(cc1)n1ccnn1,10.14272/XFKWCLGRWPWSMD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XFKWCLGRWPWSMD-UHFFFAOYSA-N
,,,AH-247,Clc1ccc(cc1)n1nnc(c1)[Si](C)(C)C,10.14272/CPDODSXAMLNWIK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CPDODSXAMLNWIK-UHFFFAOYSA-N
,,,AH-249,c1ccc(cc1)CSc1nc2c(s1)cccc2,10.14272/JFRIJTKSNFXTIR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JFRIJTKSNFXTIR-UHFFFAOYSA-N
,,,AH-251,CCOC(=O)/C=C(/CC)\I,10.14272/UMGNNXNTJUGOMF-WAYWQWQTSA-N,https://dx.doi.org/10.14272/UMGNNXNTJUGOMF-WAYWQWQTSA-N
,,,AH-253,FC(C=Cc1ccc(cc1)C(C)(C)C)(F)F,10.14272/QAHIAMLOAHKKKG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QAHIAMLOAHKKKG-UHFFFAOYSA-N
,,,AH-255,COc1ccc(cc1)C=CC(F)(F)F,10.14272/SMILDTCRTVKJRM-UHFFFAOYSA-N,https://dx.doi.org/10.14272/SMILDTCRTVKJRM-UHFFFAOYSA-N
,,,AH-257,FC(/C=C/c1c(Cl)cccc1Cl)(F)F,10.14272/QLDAKGDKBBUQEF-SNAWJCMRSA-N,https://dx.doi.org/10.14272/QLDAKGDKBBUQEF-SNAWJCMRSA-N
,,,AH-259,FC(C=Cc1cccc(c1)Oc1ccccc1)(F)F,10.14272/IJOCZKLPXNRFGU-UHFFFAOYSA-N,https://dx.doi.org/10.14272/IJOCZKLPXNRFGU-UHFFFAOYSA-N
,,,AH-261,Clc1ccc(cc1)Sc1ccccc1C=CC(F)(F)F,10.14272/YAZRSXWXYLFFCR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YAZRSXWXYLFFCR-UHFFFAOYSA-N
,,,AH-263,FC(/C=C/c1cccc2c1cccc2)(F)F,10.14272/SAABBAYVPQJLSI-CMDGGOBGSA-N,https://dx.doi.org/10.14272/SAABBAYVPQJLSI-CMDGGOBGSA-N
,,,AH-265,ClC(C(F)(F)F)Sc1nc2c(s1)cccc2,10.14272/VKLSNBPDAYGHSL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/VKLSNBPDAYGHSL-UHFFFAOYSA-N
,,,AH-267,FC(/C=C\c1ccc(cc1)Br)(F)F,10.14272/MHLGWXXEEZEJFU-WAYWQWQTSA-N,https://dx.doi.org/10.14272/MHLGWXXEEZEJFU-WAYWQWQTSA-N
,,,AH-269,COC(=O)c1ccc(cc1)/C=C\C(F)(F)F,10.14272/PMZMRRQEKAKDDJ-SREVYHEPSA-N,https://dx.doi.org/10.14272/PMZMRRQEKAKDDJ-SREVYHEPSA-N
,,,AH-271,Brc1ccccc1/C=C/C(F)(F)F,10.14272/YMRCGKMNQQSELL-AATRIKPKSA-N,https://dx.doi.org/10.14272/YMRCGKMNQQSELL-AATRIKPKSA-N
,,,AH-273,COC(=O)C(C(F)(F)F)(c1cc(Br)ccc1OC)F,10.14272/KOJVGMSDKPOSFV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KOJVGMSDKPOSFV-UHFFFAOYSA-N
,,,AH-275,COC(=O)C(C(F)(F)F)(c1ccc(c(c1)OC)OC)F,10.14272/CAXIUYKIHFPTPC-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CAXIUYKIHFPTPC-UHFFFAOYSA-N
,,,AH-277,COC(=O)C(C(F)(F)F)(c1cc(I)ccc1OC)F,10.14272/UKGXGZLPQXSNFJ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/UKGXGZLPQXSNFJ-UHFFFAOYSA-N
,,,AH-279,[N-]=[N+]=Nc1ccc(cc1F)C(C(F)(F)F)(C(=O)OC)F,10.14272/XFWBDHISOXNVBN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XFWBDHISOXNVBN-UHFFFAOYSA-N
,,,AH-281,COC(=O)C(C(F)(F)F)(c1ccc(c(c1)F)C1=CCCC1)F,10.14272/ODLBHFASVBYMCV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ODLBHFASVBYMCV-UHFFFAOYSA-N
,,,AH-283,CCOC(=O)c1ccc(c(c1)C(F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/GUVBZGBNNQJRGH-QZQOTICOSA-N,https://dx.doi.org/10.14272/GUVBZGBNNQJRGH-QZQOTICOSA-N
,,,AH-285,CC(N(C(C)C)/N=N/c1ccc(cc1C(F)(F)F)C(C)(C)C)C,10.14272/YEXJLGOPBDUHDI-QURGRASLSA-N,https://dx.doi.org/10.14272/YEXJLGOPBDUHDI-QURGRASLSA-N
,,,AH-287,N#Cc1ccc(c(c1)C)/N=N/N(C(C)C)C(C)C,10.14272/HWYCTDWRPPEJGT-WUKNDPDISA-N,https://dx.doi.org/10.14272/HWYCTDWRPPEJGT-WUKNDPDISA-N
,,,AH-289,Fc1ccc(c(c1)C(F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/CKTNFNQPTJASHH-VHEBQXMUSA-N,https://dx.doi.org/10.14272/CKTNFNQPTJASHH-VHEBQXMUSA-N
,,,AH-291,Ic1ccc(c(c1)C(F)(F)F)I,10.14272/BWOUDBUUUWOFGW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BWOUDBUUUWOFGW-UHFFFAOYSA-N
,,,AH-293,[N-]=[N+]=Nc1ccc(cc1C(F)(F)F)C(C)(C)C,10.14272/VSVGIYNSQPCMFD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/VSVGIYNSQPCMFD-UHFFFAOYSA-N
,,,AH-295,COc1cc(ccc1C(F)(F)F)[N+](=O)(=O)[O-],10.14272/QUEVFDCCPXABJX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QUEVFDCCPXABJX-UHFFFAOYSA-N
,,,AH-297,Clc1ccc(c(c1)C(F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/SGDPMLRDHWSDTB-VHEBQXMUSA-N,https://dx.doi.org/10.14272/SGDPMLRDHWSDTB-VHEBQXMUSA-N
,,,AH-299,CCOC(=O)C(c1cc(Cl)ccc1/N=N/N(C(C)C)C(C)C)(F)F,10.14272/NIBFBGOTQCIXSU-QZQOTICOSA-N,https://dx.doi.org/10.14272/NIBFBGOTQCIXSU-QZQOTICOSA-N
,,,AH-301,CCOC(=O)C(c1cc(C#N)ccc1/N=N/N(C(C)C)C(C)C)(F)F,10.14272/QQRDTCPJIQVHIN-QURGRASLSA-N,https://dx.doi.org/10.14272/QQRDTCPJIQVHIN-QURGRASLSA-N
,,,AH-303,CCOC(=O)C(c1cc(ccc1/N=N/N(C(C)C)C(C)C)C(=O)OCC)(F)F,10.14272/UPLDZFNZSGDPBM-GHVJWSGMSA-N,https://dx.doi.org/10.14272/UPLDZFNZSGDPBM-GHVJWSGMSA-N
,,,AH-305,CCOC(=O)C(c1cc(Cl)cc(c1/N=N/N(C(C)C)C(C)C)C(C(=O)OCC)(F)F)(F)F,10.14272/XXHWCZHHAIHIHG-CYYJNZCTSA-N,https://dx.doi.org/10.14272/XXHWCZHHAIHIHG-CYYJNZCTSA-N
,,,AH-307,CCOC(=O)C(c1cc(Br)cc(c1/N=N/N(C(C)C)C(C)C)C(C(=O)OCC)(F)F)(F)F,10.14272/QCCUDQDGUIULAE-CYYJNZCTSA-N,https://dx.doi.org/10.14272/QCCUDQDGUIULAE-CYYJNZCTSA-N
,,,AH-309,CCOC(=O)C(c1cc(I)cc(c1/N=N/N(C(C)C)C(C)C)C(C(=O)OCC)(F)F)(F)F,10.14272/KFHRZUDZIBYQLK-CYYJNZCTSA-N,https://dx.doi.org/10.14272/KFHRZUDZIBYQLK-CYYJNZCTSA-N
,,,AH-311,CCOC(=O)C(c1ccc(cc1C)C#N)(F)F,10.14272/YPBAFCPTVOGRGB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YPBAFCPTVOGRGB-UHFFFAOYSA-N
,,,AH-313,FC(c1cc(ccc1C1=CCCC1)C(C)(C)C)(F)F,10.14272/FNRGVZOIYQQEEX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/FNRGVZOIYQQEEX-UHFFFAOYSA-N
,,,AH-315,CCOC(=O)c1ccc(c(c1)C(C(C(F)(F)F)(F)F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/HUEZGJSQUAALDK-CYYJNZCTSA-N,https://dx.doi.org/10.14272/HUEZGJSQUAALDK-CYYJNZCTSA-N
,,,AH-317,CCOC(=O)C(c1ccc(cc1OC)[N+](=O)[O-])(F)F,10.14272/DKKDFIRVLABSIV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DKKDFIRVLABSIV-UHFFFAOYSA-N
,,,AH-319,CCOC(=O)c1ccc(c(c1)C(C(F)(F)F)(F)F)N=[N+]=[N-],10.14272/AJRAESGZEDKKBE-UHFFFAOYSA-N,https://dx.doi.org/10.14272/AJRAESGZEDKKBE-UHFFFAOYSA-N
,,,AH-321,[O-][N+](=O)c1cccc(c1C(F)(F)F)C,10.14272/QSNTZLUZBNSESZ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QSNTZLUZBNSESZ-UHFFFAOYSA-N
,,,AH-323,COC(=O)C(C(F)(F)F)(c1cc(Cl)ccc1/N=N/N(C(C)C)C(C)C)F,10.14272/IKHYFLZINIMZLK-GHVJWSGMSA-N,https://dx.doi.org/10.14272/IKHYFLZINIMZLK-GHVJWSGMSA-N
,,,AH-325,COC(=O)c1cc(cc(c1)C(F)(F)F)C(=O)OC,10.14272/JIIRKRJNBBUTBR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JIIRKRJNBBUTBR-UHFFFAOYSA-N
,,,AH-327,Br/C=C(/c1ccccc1)\C,10.14272/CWQZIGGWSCPOPK-BQYQJAHWSA-N,https://dx.doi.org/10.14272/CWQZIGGWSCPOPK-BQYQJAHWSA-N
,,,AH-329,CCOC(=O)c1ccc(c(c1)C(C(F)(F)F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/DILWRHWPCKHIAF-WCWDXBQESA-N,https://dx.doi.org/10.14272/DILWRHWPCKHIAF-WCWDXBQESA-N
,,,AH-331,CCOC(=O)C(c1cc(I)ccc1/N=N/N(C(C)C)C(C)C)(F)F,10.14272/RATXZHAJRSTYOZ-QZQOTICOSA-N,https://dx.doi.org/10.14272/RATXZHAJRSTYOZ-QZQOTICOSA-N
,,,AH-333,N#Cc1ccc(c(c1)C)C(F)(F)F,10.14272/DNVBDMCLGYHTFD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DNVBDMCLGYHTFD-UHFFFAOYSA-N
,,,AH-335,FC(/C=C/c1ccc(cc1)[N+](=O)[O-])(F)F,10.14272/WGVJEEXBVPTTFU-AATRIKPKSA-N,https://dx.doi.org/10.14272/WGVJEEXBVPTTFU-AATRIKPKSA-N
,,,AH-337,Fc1ccc(c(c1)C(C(F)(F)F)(F)F)/N=N/N(C(C)C)C(C)C,10.14272/CDCSFNJURXBBKC-QURGRASLSA-N,https://dx.doi.org/10.14272/CDCSFNJURXBBKC-QURGRASLSA-N
,,,AH-339,CC(N(C(C)C)/N=N/c1c(cc(cc1C(F)(F)F)I)C(F)(F)F)C,10.14272/BPDICOGTUPGGMV-GHVJWSGMSA-N,https://dx.doi.org/10.14272/BPDICOGTUPGGMV-GHVJWSGMSA-N
,,,AH-347,CC(N(C(C)C)/N=N/c1c(cc(cc1C(F)(F)F)Cl)C(F)(F)F)C,10.14272/VYAOCZRMACOLCZ-GHVJWSGMSA-N,https://dx.doi.org/10.14272/VYAOCZRMACOLCZ-GHVJWSGMSA-N
,,,AH-349,[O-][N+](=O)c1cccc(c1)/C=C\C(F)(F)F,10.14272/ZWZFNZQPQSEOFG-PLNGDYQASA-N,https://dx.doi.org/10.14272/ZWZFNZQPQSEOFG-PLNGDYQASA-N
,,,AH-351,CCOC(=O)c1ccc(c(c1)C(C(F)(F)F)(F)F)I,10.14272/DYWJNTWCKZLGLP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DYWJNTWCKZLGLP-UHFFFAOYSA-N
,,,AH-353,CC(N(C(C)C)/N=N/c1c(I)cccc1C(C(F)(F)F)(F)F)C,10.14272/LHFPQMMFFCOAMM-QURGRASLSA-N,https://dx.doi.org/10.14272/LHFPQMMFFCOAMM-QURGRASLSA-N
,,,AH-355,CC(N(C(C)C)/N=N/c1c(I)cccc1C(C(C(F)(F)F)(F)F)(F)F)C,10.14272/IRVOCPWQXVBMAK-OCOZRVBESA-N,https://dx.doi.org/10.14272/IRVOCPWQXVBMAK-OCOZRVBESA-N
,,,AH-357,CC(N(C(C)C)/N=N/c1c(cc(cc1C(F)(F)F)Br)C(F)(F)F)C,10.14272/ICNYDKMJUZCBHJ-GHVJWSGMSA-N,https://dx.doi.org/10.14272/ICNYDKMJUZCBHJ-GHVJWSGMSA-N
,,,AH-359,CCOC(=O)C(c1cc(Br)ccc1/N=N/N(C(C)C)C(C)C)(F)F,10.14272/JGJBOZTZOHTXPZ-QZQOTICOSA-N,https://dx.doi.org/10.14272/JGJBOZTZOHTXPZ-QZQOTICOSA-N
,,,AH-361,CCOC(=O)c1cc(c(c(c1)C(F)(F)F)/N=N/N(C(C)C)C(C)C)C(F)(F)F,10.14272/CDVFKJVQQYBCLD-OCOZRVBESA-N,https://dx.doi.org/10.14272/CDVFKJVQQYBCLD-OCOZRVBESA-N
,,,AX-13,Cc1ccc(cc1)S(=O)(=O)NC1CCCCC1,10.14272/DKYVVNLWACXMDW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DKYVVNLWACXMDW-UHFFFAOYSA-N
,,,AX-15,CC(c1cccc(c1N1C=CN(C1)c1c(cccc1C(C)C)C(C)C)C(C)C)C.Cl[Au],10.14272/UAUDQGGWKSQITI-UHFFFAOYSA-M,https://dx.doi.org/10.14272/UAUDQGGWKSQITI-UHFFFAOYSA-M
,,,AX-17,Cc1ccc(cc1)S(=O)(=O)NC1CC2CC1CC2,10.14272/LLFRVFUBIFHUHF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LLFRVFUBIFHUHF-UHFFFAOYSA-N
,,,AX-19,Cl[Au]P(c1cccc2c1Oc1c(C2(C)C)cccc1P(c1ccccc1)(c1ccccc1)[Au]Cl)(c1ccccc1)c1ccccc1,10.14272/BKKWUEJPOLUYDW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BKKWUEJPOLUYDW-UHFFFAOYSA-N
,,,AX-21,Cl[Au]P(c1ccccc1)(c1ccccc1)c1ccccc1,10.14272/NJGSJBWAKHDAEA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NJGSJBWAKHDAEA-UHFFFAOYSA-N
,,,AX-23-1,CC(c1cccc(c1n1cncc1)C(C)C)C,10.14272/OWSXDWUAPKBLOI-UHFFFAOYSA-N,https://dx.doi.org/10.14272/OWSXDWUAPKBLOI-UHFFFAOYSA-N
,,,AX-27-1,CC(c1cccc(c1n1cc[n+](c1)C[n+]1ccn(c1)c1c(cccc1C(C)C)C(C)C)C(C)C)C.[Br-].[Br-],10.14272/ZZGWEIDPDBDPOH-UHFFFAOYSA-L,https://dx.doi.org/10.14272/ZZGWEIDPDBDPOH-UHFFFAOYSA-L
,,,BG-101,C=CCO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)O)O,10.14272/JETTVCYMEIOQIR-JGKVKWKGSA-N.1,https://dx.doi.org/10.14272/JETTVCYMEIOQIR-JGKVKWKGSA-N.1
,,,BG-103,C=CCO[C@@H]1O[C@@H]2COC(O[C@H]2[C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)O)c1ccccc1,10.14272/ZXGTWIJUHZGJCL-ANNNQLRWSA-N.1,https://dx.doi.org/10.14272/ZXGTWIJUHZGJCL-ANNNQLRWSA-N.1
,,,BG-105,OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)/N=C/c1ccc(cc1)OC,10.14272/NMMULIPYJSFGRK-NORGFBNHSA-N,https://dx.doi.org/10.14272/NMMULIPYJSFGRK-NORGFBNHSA-N
,,,BG-107,CCS[C@@H]1O[C@H](COCc2ccc(cc2)OC)[C@H]([C@@H]([C@H]1OC(=O)C)OCc1ccccc1)O,10.14272/GJKFWXCOBDISCW-RXFVIIJJSA-N,https://dx.doi.org/10.14272/GJKFWXCOBDISCW-RXFVIIJJSA-N
,,,BG-109,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@H]([C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)OC(=O)CCC(=O)C)OC(=O)C,10.14272/SJXPPFSITHCICG-OKKOYFSCSA-N,https://dx.doi.org/10.14272/SJXPPFSITHCICG-OKKOYFSCSA-N
,,,BG-111,C=CCO[C@@H]1O[C@@H]2COC(O[C@H]2[C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)OC(=O)CCC(=O)C)c1ccccc1,10.14272/SMZPBAWVGNNTTI-DYTLHSPYSA-N,https://dx.doi.org/10.14272/SMZPBAWVGNNTTI-DYTLHSPYSA-N
